"Country";"Issuer";"Currency";"Face value";"Reference";"Link";"Title";"Type";"Year range";"Shape";"Composition";"Weight";"Diameter";"Thickness";"Orientation";"Year";"Gregorian year";"Mintmark";"Comment";"Quantity";"For exchange";"Grade";"Collection";"BRL";"Private comment";"Public comment"
"Sweden";"Sweden";"Krona (1873-date)";1;"KM# 826a";1516;"1 Krona - Gustaf VI Adolf";"Standard circulation coin";"1968-1973";"Round";"Copper-nickel plated copper";7;25;1,84;"Medal alignment &uarr;&uarr;";1970;1970;"U";;1;FALSO;;;;;
"Sweden";"Sweden";"Krona (1873-date)";1;"KM# 852a";6862;"1 Krona - Carl XVI Gustaf";"Standard circulation coin";"1982-2000";"Round";"Copper-nickel";7;25;1,88;"Medal alignment &uarr;&uarr;";1990;1990;"D";;1;FALSO;;;;;
"Sweden";"Sweden";"Krona (1873-date)";1;"KM# 928";88649;"1 Krona - Carl XVI Gustaf";"Standard circulation coin";2016;"Round";"Copper plated steel";3,6;19,5;1,79;"Medal alignment &uarr;&uarr;";2016;2016;"SI";;1;FALSO;;;;;
"Switzerland";"Switzerland";"Franc (1850-date)";0,05;"KM# 26";168;"5 Rappen";"Standard circulation coin";"1879-1980";"Round";"Copper-nickel (non-magnetic)";2;17,15;1,25;"Medal alignment &uarr;&uarr;";1954;1954;"B";;1;FALSO;;;;;
"Switzerland";"Switzerland";"Franc (1850-date)";0,05;"KM# 26c";171;"5 Rappen";"Standard circulation coin";"1981-2020";"Round";"Aluminium-bronze";1,8;17,15;1,25;"Medal alignment &uarr;&uarr;";1994;1994;"B";;1;FALSO;;;;;
"Switzerland";"Switzerland";"Franc (1850-date)";0,05;"KM# 26c";171;"5 Rappen";"Standard circulation coin";"1981-2020";"Round";"Aluminium-bronze";1,8;17,15;1,25;"Medal alignment &uarr;&uarr;";2014;2014;"B";;1;FALSO;;;;;
"Switzerland";"Switzerland";"Franc (1850-date)";0,1;"KM# 27";173;"10 Rappen";"Standard circulation coin";"1879-2020";"Round";"Copper-nickel (non-magnetic)";3;19,15;1,45;"Medal alignment &uarr;&uarr;";1962;1962;"B";;1;FALSO;;;;;
"Switzerland";"Switzerland";"Franc (1850-date)";0,2;"KM# 29a";178;"20 Rappen";"Standard circulation coin";"1939-2020";"Round";"Copper-nickel (non-magnetic)";4;21,05;1,65;"Medal alignment &uarr;&uarr;";2010;2010;"B";;1;FALSO;;;;;
"Switzerland";"Switzerland";"Franc (1850-date)";0,5;"KM# 23a";181;"½ Franc";"Standard circulation coin";"1968-2020";"Round";"Copper-nickel";2,2;18,2;1,25;"Medal alignment &uarr;&uarr;";1969;1969;"B";"KM#23a.1 (with 22 stars; coin alignment)";1;FALSO;;;;;
"Switzerland";"Switzerland";"Franc (1850-date)";2;"KM# 21a";189;"2 Francs";"Standard circulation coin";"1968-2020";"Round";"Copper-nickel";8,8;27,4;2,06;"Variable alignment &#8634;";1968;1968;;"KM#21a.1 (with 22 stars; coin alignment)";1;FALSO;;;;;
"Switzerland";"Switzerland";"Franc (1850-date)";5;"KM# 40a";195;"5 Francs (Copper-nickel)";"Standard circulation coin";"1968-2020";"Round";"Copper-nickel";13,2;31,3;2,33;"Medal alignment &uarr;&uarr;";1975;1975;;"KM#40a.1 (coin alignment; edge inscription embossed)";1;FALSO;;;;;
"Switzerland";"Switzerland";"Franc (1850-date)";5;"KM# 40a";195;"5 Francs (Copper-nickel)";"Standard circulation coin";"1968-2020";"Round";"Copper-nickel";13,2;31,3;2,33;"Medal alignment &uarr;&uarr;";1994;1994;"B";"KM#40a.4 (medal alignment; edge inscription embossed)";1;FALSO;;;;;
"Syria";"Syria";"Pound (1919-date)";0,005;"KM# 68";4832;"½ Qirsh / Piastre";"Standard circulation coin";1921;"Round";"Copper-nickel";4;21;1,42;"Coin alignment &uarr;&darr;";1921;1921;;"Monnaie de Paris mint";1;FALSO;;;;;
"Taiwan";"Taiwan";"New dollar (1949-date)";1;"Y# 551";966;"1 New Dollar";"Standard circulation coin";"1981-2019";"Round";"Aluminium-bronze";3,8;20;1,57;"Medal alignment &uarr;&uarr;";101;2012;;"年 一〇一 國民華中";1;FALSO;;;;;
"Thailand";"Thailand";"Baht (1897-date)";1;"Y# 443";9226;"1 Baht - Rama IX";"Standard circulation coin";"2009-2017";"Round";"Nickel plated steel";3;20;1,5;"Coin alignment &uarr;&darr;";2557;2014;;"พ.ศ.๒๕๕๗; thin ๑ (mint bag)";1;FALSO;;;;;
"Thailand";"Thailand";"Baht (1897-date)";5;"Y# 446";7236;"5 Baht - Rama IX (light type)";"Standard circulation coin";"2008-2017";"Round";"Copper-nickel clad copper";6;24;1,75;"Coin alignment &uarr;&darr;";2560;2017;;"พ.ศ.๒๕๖๐";1;FALSO;;;;;
"Thailand";"Thailand";"Baht (1897-date)";10;"Y# 227";1643;"10 Baht - Rama IX (Wat Arun; 3rd portrait)";"Standard circulation coin";"1988-2008";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring";8,5;26;2;"Coin alignment &uarr;&darr;";2537;1994;;"พ.ศ.๒๕๓๗";1;FALSO;;;;;
"Tunisia";"Tunisia";"Dinar (1958-date)";0,1;"KM# 309";825;"100 Millièmes (non-magnetic)";"Standard circulation coin";"1960-2018";"Round";"Brass";7,5;27;1,8;"Coin alignment &uarr;&darr;";1418;1997;;"Schön# 207.4";1;FALSO;;;;;
"Tunisia";"Tunisia";"Dinar (1958-date)";1;"KM# 304";1204;"1 Dinar (FAO)";"Circulating commemorative coin";"1976-1983";"Round";"Copper-nickel";10;28;2,08;"Coin alignment &uarr;&darr;";1976;1976;;"with dots below ""iy"" of Tunisiya; Struck in Kremnica, Slovakia & Munich, Germany";1;FALSO;;;;;
"Turkey";"Turkey";"Old lira (1923-2005)";0,1;"KM# 891";5197;"10 Kuruş";"Standard circulation coin";"1958-1974";"Round";"Bronze";4;21,3;1,26;"Coin alignment &uarr;&darr;";1971;1971;;"KM#891.2 (3.5g)";1;FALSO;;;;;
"Turkey";"Turkey";"Old lira (1923-2005)";2,5;"KM# 893.2";1340;"2½ Lira";"Standard circulation coin";"1969-1980";"Round";"Stainless steel";9;30;1,65;"Coin alignment &uarr;&darr;";1977;1977;;;1;FALSO;;;;;
"Turkey";"Turkey";"Old lira (1923-2005)";100000;"KM# 1106";1322;"100 Bin Lira";"Standard circulation coin";"2001-2004";"Round";"Nickel brass";4,6;21;1,85;"Medal alignment &uarr;&uarr;";2002;2002;;;1;FALSO;;;;;
"Turkey";"Turkey";"New lira (2005-date)";0,5;"KM# 1243";7048;"50 Kuruş";"Standard circulation coin";"2009-2020";"Round";"Bimetallic: brass center in copper-nickel ring";6,8;23,85;2;"Medal alignment &uarr;&uarr;";2009;2009;;;1;FALSO;;;;;
"Turkey";"Turkey";"New lira (2005-date)";1;"KM# 1244";6163;"1 Lira";"Standard circulation coin";"2009-2020";"Round";"Bimetallic: copper-nickel center in brass ring";8,2;26,15;2;"Medal alignment &uarr;&uarr;";2009;2009;;"Wide or narrow base of ""1""";1;FALSO;;;;;
"Ukraine";"Ukraine";"Hryvnia (1996-date)";0,1;"KM# 1.1b";11192;"10 Kopiiok (with mintmark, non-magnetic)";"Standard circulation coin";"2001-2013";"Round";"Aluminium-bronze";1,7;16,3;1,2;"Medal alignment &uarr;&uarr;";2008;2008;;"CoA 8.000 mm long; 2 variants, see Comments";1;FALSO;;;;;
"Ukraine";"Ukraine";"Hryvnia (1996-date)";0,25;"KM# 2.1a";1970;"25 Kopiiok (without mintmark)";"Standard circulation coin";"1992-1996";"Round";"Brass";2,9;20,8;1,35;"Medal alignment &uarr;&uarr;";1992;1992;;"large berries";1;FALSO;;;;;
"Ukraine";"Ukraine";"Hryvnia (1996-date)";0,5;"KM# 3.3b";11198;"50 Kopiiok (with mintmark, non-magnetic)";"Standard circulation coin";"2001-2012";"Round";"Aluminium-bronze";4,2;23;1,52;"Medal alignment &uarr;&uarr;";2008;2008;;;1;FALSO;;;;;
"United Arab Emirates";"United Arab Emirates";"Dirham (1973-date)";0,25;"KM# 4a";68022;"25 Fils - Khalifa (magnetic)";"Standard circulation coin";"2014-2018";"Round";"Nickel plated steel";3,48;20;1,5;"Medal alignment &uarr;&uarr;";1438;2017;;"١٤٣٨ - ٢٠١٧";1;FALSO;;;;;
"United Arab Emirates";"United Arab Emirates";"Dirham (1973-date)";0,5;"KM# 16";1309;"50 Fils - Zayed / Khalifa (non-magnetic)";"Standard circulation coin";"1995-2007";"Reuleaux heptagon (7-sided)";"Copper-nickel";4,4;21;1,7;"Medal alignment &uarr;&uarr;";1415;1995;;"١٤١٥ - ١٩٩٥";1;FALSO;;;;;
"United Arab Emirates";"United Arab Emirates";"Dirham (1973-date)";0,5;"KM# 16a";85091;"50 Fils - Khalifa (magnetic)";"Standard circulation coin";"2013-2017";"Reuleaux heptagon (7-sided)";"Nickel plated steel";4,15;21;1,7;"Medal alignment &uarr;&uarr;";1438;2017;;"١٤٣٨ - ٢٠١٧";1;FALSO;;;;;
"United Arab Emirates";"United Arab Emirates";"Dirham (1973-date)";1;"KM# 6.2";1310;"1 Dirham - Zayed / Khalifa (small type; non-magnetic)";"Standard circulation coin";"1995-2007";"Round";"Copper-nickel";6,4;23,8;1,9;"Medal alignment &uarr;&uarr;";1428;2007;;"١٤٢٨ - ٢٠٠٧";1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (1158-1970)";0,025;"KM# 852";1125;"6 Pence - George VI (1st coinage)";"Standard circulation coin";"1937-1946";"Round";"Silver (.500)";2,83;19,3;1;"Medal alignment &uarr;&uarr;";1943;1943;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (1158-1970)";0,025;"KM# 903";576;"6 Pence - Elizabeth II (1st portrait; no 'BRITT:OMN')";"Standard circulation coin";"1954-1970";"Round";"Copper-nickel";2,83;19,3;1;"Medal alignment &uarr;&uarr;";1954;1954;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (1158-1970)";0,025;"KM# 903";576;"6 Pence - Elizabeth II (1st portrait; no 'BRITT:OMN')";"Standard circulation coin";"1954-1970";"Round";"Copper-nickel";2,83;19,3;1;"Medal alignment &uarr;&uarr;";1958;1958;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (1158-1970)";0,05;"KM# 904";882;"1 Shilling - Elizabeth II (English shield; no 'BRITT:OMN')";"Standard circulation coin";"1954-1970";"Round";"Copper-nickel";5,66;23,5;1,7;"Medal alignment &uarr;&uarr;";1963;1963;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (1158-1970)";0,05;"KM# 905";919;"1 Shilling - Elizabeth II (Scottish shield; no 'BRITT:OMN')";"Standard circulation coin";"1954-1970";"Round";"Copper-nickel";5,66;23,5;1,7;"Medal alignment &uarr;&uarr;";1958;1958;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (1158-1970)";0,1;"KM# 878";884;"2 Shillings - George VI (without 'IND:IMP')";"Standard circulation coin";"1949-1951";"Round";"Copper-nickel";11,31;28,5;2,25;"Medal alignment &uarr;&uarr;";1950;1950;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (1158-1970)";0,1;"KM# 906";885;"2 Shillings - Elizabeth II (1st portrait; no 'BRITT:OMN')";"Standard circulation coin";"1954-1970";"Round";"Copper-nickel";11,31;28,5;2,5;"Medal alignment &uarr;&uarr;";1958;1958;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (1158-1970)";0,125;"KM# 907";1069;"½ Crown - Elizabeth II (1st portrait; no 'BRITT:OMN')";"Standard circulation coin";"1954-1970";"Round";"Copper-nickel";14,14;32,3;2,2;"Medal alignment &uarr;&uarr;";1958;1958;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 915";665;"1 New Penny - Elizabeth II (2nd portrait)";"Standard circulation coin";"1971-1981";"Round";"Bronze";3,56;20,3;1,52;"Medal alignment &uarr;&uarr;";1971;1971;;;1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 915";665;"1 New Penny - Elizabeth II (2nd portrait)";"Standard circulation coin";"1971-1981";"Round";"Bronze";3,56;20,3;1,52;"Medal alignment &uarr;&uarr;";1974;1974;;;1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 915";665;"1 New Penny - Elizabeth II (2nd portrait)";"Standard circulation coin";"1971-1981";"Round";"Bronze";3,56;20,3;1,52;"Medal alignment &uarr;&uarr;";1976;1976;;;1;VERDADEIRO;"XF";;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 935";861;"1 Penny - Elizabeth II (3rd portrait; non-magnetic)";"Standard circulation coin";"1985-1992";"Round";"Bronze";3,56;20,3;1,52;"Medal alignment &uarr;&uarr;";1988;1988;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 935a";860;"1 Penny - Elizabeth II (3rd portrait; magnetic)";"Standard circulation coin";"1992-1997";"Round";"Copper plated steel";3,56;20,3;1,65;"Medal alignment &uarr;&uarr;";1993;1993;;"Reverse varieties (see comments)";1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 935a";860;"1 Penny - Elizabeth II (3rd portrait; magnetic)";"Standard circulation coin";"1992-1997";"Round";"Copper plated steel";3,56;20,3;1,65;"Medal alignment &uarr;&uarr;";1994;1994;;"Reverse varieties (see comments)";2;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 986";862;"1 Penny - Elizabeth II (4th portrait; magnetic)";"Standard circulation coin";"1998-2008";"Round";"Copper plated steel";3,56;20,3;1,65;"Medal alignment &uarr;&uarr;";1998;1998;;;2;VERDADEIRO;"XF";;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 986";862;"1 Penny - Elizabeth II (4th portrait; magnetic)";"Standard circulation coin";"1998-2008";"Round";"Copper plated steel";3,56;20,3;1,65;"Medal alignment &uarr;&uarr;";1999;1999;;;2;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 986";862;"1 Penny - Elizabeth II (4th portrait; magnetic)";"Standard circulation coin";"1998-2008";"Round";"Copper plated steel";3,56;20,3;1,65;"Medal alignment &uarr;&uarr;";2000;2000;;;1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 986";862;"1 Penny - Elizabeth II (4th portrait; magnetic)";"Standard circulation coin";"1998-2008";"Round";"Copper plated steel";3,56;20,3;1,65;"Medal alignment &uarr;&uarr;";2005;2005;;;1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 986";862;"1 Penny - Elizabeth II (4th portrait; magnetic)";"Standard circulation coin";"1998-2008";"Round";"Copper plated steel";3,56;20,3;1,65;"Medal alignment &uarr;&uarr;";2007;2007;;;3;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,01;"KM# 1107";4038;"1 Penny - Elizabeth II (4th portrait; Royal Shield)";"Standard circulation coin";"2008-2015";"Round";"Copper plated steel";3,56;20,3;1,65;"Medal alignment &uarr;&uarr;";2012;2012;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,02;"KM# 916";664;"2 New Pence - Elizabeth II (2nd portrait)";"Standard circulation coin";"1971-1981";"Round";"Bronze";7,12;25,9;1,85;"Medal alignment &uarr;&uarr;";1971;1971;;;1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,02;"KM# 916";664;"2 New Pence - Elizabeth II (2nd portrait)";"Standard circulation coin";"1971-1981";"Round";"Bronze";7,12;25,9;1,85;"Medal alignment &uarr;&uarr;";1981;1981;;;1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,02;"KM# 936";867;"2 Pence - Elizabeth II (3rd portrait; non-magnetic)";"Standard circulation coin";"1985-1992";"Round";"Bronze";7,12;25,9;1,85;"Medal alignment &uarr;&uarr;";1987;1987;;;1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,02;"KM# 936a";868;"2 Pence - Elizabeth II (3rd portrait; magnetic)";"Standard circulation coin";"1992-1997";"Round";"Copper plated steel";7,12;25,9;2,05;"Medal alignment &uarr;&uarr;";1997;1997;;;1;VERDADEIRO;"XF";;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,02;"KM# 987";7398;"2 Pence - Elizabeth II (4th portrait; magnetic)";"Standard circulation coin";"1998-2008";"Round";"Copper plated steel";7,12;25,9;2,05;"Medal alignment &uarr;&uarr;";2000;2000;;;1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,02;"KM# 1333";70544;"2 Pence - Elizabeth II (5th portrait; Royal Shield)";"Standard circulation coin";"2015-2020";"Round";"Copper plated steel";7,12;25,9;2,05;"Medal alignment &uarr;&uarr;";2015;2015;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,05;"KM# 911";873;"5 New Pence - Elizabeth II (2nd portrait)";"Standard circulation coin";"1968-1981";"Round";"Copper-nickel";5,65;23,59;1,78;"Medal alignment &uarr;&uarr;";1970;1970;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,05;"KM# 937b";875;"5 Pence - Elizabeth II (3rd portrait; small type)";"Standard circulation coin";"1990-1997";"Round";"Copper-nickel";3,25;18;1,7;"Medal alignment &uarr;&uarr;";1990;1990;;"Obv A (see comments)";1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,05;"KM# 937b";875;"5 Pence - Elizabeth II (3rd portrait; small type)";"Standard circulation coin";"1990-1997";"Round";"Copper-nickel";3,25;18;1,7;"Medal alignment &uarr;&uarr;";1990;1990;;"Obv A (see comments)";5;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,05;"KM# 988";876;"5 Pence - Elizabeth II (4th portrait; Crowned Thistle)";"Standard circulation coin";"1998-2008";"Round";"Copper-nickel";3,25;18;1,7;"Medal alignment &uarr;&uarr;";2004;2004;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,05;"KM# 988";876;"5 Pence - Elizabeth II (4th portrait; Crowned Thistle)";"Standard circulation coin";"1998-2008";"Round";"Copper-nickel";3,25;18;1,7;"Medal alignment &uarr;&uarr;";2005;2005;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,05;"KM# 988";876;"5 Pence - Elizabeth II (4th portrait; Crowned Thistle)";"Standard circulation coin";"1998-2008";"Round";"Copper-nickel";3,25;18;1,7;"Medal alignment &uarr;&uarr;";2007;2007;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,05;"KM# 1109d";25766;"5 Pence - Elizabeth II (4th portrait; Royal Shield, magnetic)";"Standard circulation coin";"2011-2015";"Round";"Nickel plated steel";3,25;18;1,7;"Medal alignment &uarr;&uarr;";2014;2014;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,1;"KM# 912";878;"10 New Pence - Elizabeth II (2nd portrait)";"Standard circulation coin";"1968-1981";"Round";"Copper-nickel";11,3;28,5;2,25;"Medal alignment &uarr;&uarr;";1969;1969;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,1;"KM# 912";878;"10 New Pence - Elizabeth II (2nd portrait)";"Standard circulation coin";"1968-1981";"Round";"Copper-nickel";11,3;28,5;2,25;"Medal alignment &uarr;&uarr;";1976;1976;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,1;"KM# 938b";879;"10 Pence - Elizabeth II (3rd portrait; small type)";"Standard circulation coin";"1992-1997";"Round";"Copper-nickel";6,5;24,5;1,85;"Medal alignment &uarr;&uarr;";1992;1992;;"Type 1A, flat edge";3;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,1;"KM# 989";2236;"10 Pence - Elizabeth II (4th portrait; Crowned Lion)";"Standard circulation coin";"1998-2008";"Round";"Copper-nickel";6,5;24,5;1,85;"Medal alignment &uarr;&uarr;";2002;2002;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,1;"KM# 1110d";25746;"10 Pence - Elizabeth II (4th portrait; Royal Shield, magnetic)";"Standard circulation coin";"2011-2015";"Round";"Nickel plated steel";6,5;24,5;1,85;"Medal alignment &uarr;&uarr;";2014;2014;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,2;"KM# 931";865;"20 Pence - Elizabeth II (2nd portrait)";"Standard circulation coin";"1982-1984";"Equilateral curve heptagon";"Copper-nickel";5;21,4;1,7;"Medal alignment &uarr;&uarr;";1982;1982;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,2;"KM# 931";865;"20 Pence - Elizabeth II (2nd portrait)";"Standard circulation coin";"1982-1984";"Equilateral curve heptagon";"Copper-nickel";5;21,4;1,7;"Medal alignment &uarr;&uarr;";1982;1982;;;1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,2;"KM# 931";865;"20 Pence - Elizabeth II (2nd portrait)";"Standard circulation coin";"1982-1984";"Equilateral curve heptagon";"Copper-nickel";5;21,4;1,7;"Medal alignment &uarr;&uarr;";1983;1983;;;2;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,2;"KM# 939";1376;"20 Pence - Elizabeth II (3rd portrait)";"Standard circulation coin";"1985-1997";"Equilateral curve heptagon";"Copper-nickel";5;21,4;1,7;"Medal alignment &uarr;&uarr;";1991;1991;;;1;VERDADEIRO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,2;"KM# 990";573;"20 Pence - Elizabeth II (4th portrait; Tudor Rose)";"Standard circulation coin";"1998-2008";"Equilateral curve heptagon";"Copper-nickel";5;21,4;1,7;"Medal alignment &uarr;&uarr;";1998;1998;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,2;"KM# 1111";5628;"20 Pence - Elizabeth II (4th portrait; Royal Shield)";"Standard circulation coin";"2008-2015";"Equilateral curve heptagon";"Copper-nickel";5;21,4;1,7;"Medal alignment &uarr;&uarr;";2014;2014;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,5;"KM# 940.2";20700;"50 Pence - Elizabeth II (3rd portrait; small type)";"Standard circulation coin";1997;"Equilateral curve heptagon";"Copper-nickel";8;27,3;1,78;"Medal alignment &uarr;&uarr;";1997;1997;;;2;VERDADEIRO;"XF";;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,5;"KM# 991";864;"50 Pence - Elizabeth II (4th portrait; Britannia)";"Standard circulation coin";"1998-2009";"Equilateral curve heptagon";"Copper-nickel";8;27,3;1,78;"Medal alignment &uarr;&uarr;";2005;2005;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,5;"KM# 1165";16649;"50 Pence - Elizabeth II (4th portrait; Girlguiding)";"Circulating commemorative coin";2010;"Equilateral curve heptagon";"Copper-nickel";8;27,3;1,78;"Medal alignment &uarr;&uarr;";2010;2010;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";0,5;"KM# 1337";70552;"50 Pence - Elizabeth II (5th portrait; Royal Shield)";"Standard circulation coin";"2015-2020";"Equilateral curve heptagon";"Copper-nickel";8;27,3;1,78;"Medal alignment &uarr;&uarr;";2015;2015;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";1;"KM# 934";1393;"1 Pound - Elizabeth II (2nd portrait; Scottish Thistle)";"Circulating commemorative coin";1984;"Round";"Nickel brass";9,5;22,5;3,15;"Medal alignment &uarr;&uarr;";1984;1984;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";1;"KM# 941";863;"1 Pound - Elizabeth II (3rd portrait; Welsh Leek)";"Circulating commemorative coin";"1985-1990";"Round";"Nickel brass";9,5;22,5;3,15;"Medal alignment &uarr;&uarr;";1990;1990;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";1;"KM# 964";1384;"1 Pound - Elizabeth II (3rd portrait; Royal Arms)";"Circulating commemorative coin";1993;"Round";"Nickel brass";9,5;22,5;3,15;"Medal alignment &uarr;&uarr;";1993;1993;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";1;"KM# 972";1390;"1 Pound - Elizabeth II (3rd portrait; Celtic Cross)";"Circulating commemorative coin";1996;"Round";"Nickel brass";9,5;22,5;3,15;"Medal alignment &uarr;&uarr;";1996;1996;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";1;"KM# 1341";71494;"1 Pound - Elizabeth II (5th portrait; Royal Arms)";"Circulating commemorative coin";2015;"Round";"Nickel brass";9,5;22,5;3,15;"Medal alignment &uarr;&uarr;";2015;2015;;;1;FALSO;;;;;
"United Kingdom";"United Kingdom";"Pound sterling (decimalized, 1971-date)";2;"KM# 994";1324;"2 Pounds - Elizabeth II (4th portrait; Technology)";"Standard circulation coin";"1998-2015";"Round";"Bimetallic: copper-nickel center in nickel brass ring";12;28,4;2,5;"Medal alignment &uarr;&uarr;";1998;1998;;;1;FALSO;;;;;
"United States";"United States";"Dollar (1785-date)";0,01;"KM# 132";908;"1 Cent ""Lincoln - Wheat Ears Reverse""";"Standard circulation coin";"1909-1958";"Round";"Copper";3,11;19;1,4;"Coin alignment &uarr;&darr;";1952;1952;"D";;1;FALSO;;;;;
"United States";"United States";"Dollar (1785-date)";0,01;"KM# 201";42;"1 Cent ""Lincoln Memorial Cent""";"Standard circulation coin";"1959-1982";"Round";"Bronze (95% Copper, 5% Zinc or Tin)";3,11;19;1,3;"Coin alignment &uarr;&darr;";1960;1960;;"Small date, low ""9""";1;FALSO;;;;;
"United States";"United States";"Dollar (1785-date)";0,01;"KM# 201";42;"1 Cent ""Lincoln Memorial Cent""";"Standard circulation coin";"1959-1982";"Round";"Bronze (95% Copper, 5% Zinc or Tin)";3,11;19;1,3;"Coin alignment &uarr;&darr;";1962;1962;"D";;1;FALSO;"G";;;;
"United States";"United States";"Dollar (1785-date)";0,01;"KM# 201";42;"1 Cent ""Lincoln Memorial Cent""";"Standard circulation coin";"1959-1982";"Round";"Bronze (95% Copper, 5% Zinc or Tin)";3,11;19;1,3;"Coin alignment &uarr;&darr;";1963;1963;;;1;FALSO;;;;;
