"Country";"Issuer";"Currency";"Face value";"Reference";"Link";"Title";"Type";"Year range";"Shape";"Composition";"Weight";"Diameter";"Thickness";"Orientation";"Year";"Gregorian year";"Mintmark";"Comment";"Quantity";"For exchange";"Grade";"Collection";"BRL";"Private comment";"Public comment"
"Algeria";"Algeria";"Dinar (1964-date)";10;"KM# 110";1748;"10 Dinars";"Standard circulation coin";"1979-1981";"Decagonal (10-sided)";"Aluminium-bronze";11,37;29,3;2,29;"Coin alignment &uarr;&darr;";1981;1981;;"Pessac mint (France)";1;FALSO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";0,1;"KM# 35";2594;"10 Centavos";"Standard circulation coin";"1896-1942";"Round";"Copper-nickel";3;19;1,3;"Coin alignment &uarr;&darr;";1934;1934;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";0,1;"KM# 41";3248;"10 Centavos";"Standard circulation coin";"1942-1950";"Round";"Aluminium-bronze";3;19,5;1,5;"Coin alignment &uarr;&darr;";1949;1949;;"CJ#212";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";0,1;"KM# 47";3250;"10 Centavos (reeded edge)";"Standard circulation coin";"1951-1952";"Round";"Copper-nickel";3;19;1,5;"Coin alignment &uarr;&darr;";1951;1951;;;2;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";0,1;"KM# 47a";8075;"10 Centavos (larger head, smooth edge)";"Standard circulation coin";"1952-1953";"Round";"Nickel clad steel";3;19;1,5;"Coin alignment &uarr;&darr;";1953;1953;;;1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";0,2;"KM# 48";3253;"20 Centavos (reeded edge)";"Standard circulation coin";"1951-1952";"Round";"Copper-nickel";4;21;1,5;"Coin alignment &uarr;&darr;";1952;1952;;"CJ#230";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";0,2;"KM# 52";4132;"20 Centavos (smaller head, smooth edge)";"Standard circulation coin";"1954-1956";"Round";"Nickel clad steel";4;21;1,6;"Coin alignment &uarr;&darr;";1955;1955;;"CJ#234";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";0,5;"KM# 49";3258;"50 Centavos";"Standard circulation coin";"1952-1956";"Round";"Nickel clad steel";5;23;1,8;"Coin alignment &uarr;&darr;";1954;1954;;"CJ#225";2;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";1;"KM# 57";2818;"1 Peso";"Standard circulation coin";"1957-1962";"Round";"Nickel clad steel";6,5;26;1,5;"Coin alignment &uarr;&darr;";1958;1958;;;3;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";1;"KM# 57";2818;"1 Peso";"Standard circulation coin";"1957-1962";"Round";"Nickel clad steel";6,5;26;1,5;"Coin alignment &uarr;&darr;";1959;1959;;;3;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";1;"KM# 58";3262;"1 Peso (May Revolution)";"Circulating commemorative coin";1960;"Round";"Nickel clad steel";6,5;25,5;2;"Coin alignment &uarr;&darr;";1960;1960;;"CJ# 274.1";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";5;"KM# 59";1015;"5 Pesos";"Standard circulation coin";"1961-1968";"Dodecagonal (12-sided)";"Nickel clad steel";4;21,1;1,9;"Coin alignment &uarr;&darr;";1963;1963;;;1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";5;"KM# 59";1015;"5 Pesos";"Standard circulation coin";"1961-1968";"Dodecagonal (12-sided)";"Nickel clad steel";4;21,1;1,9;"Coin alignment &uarr;&darr;";1966;1966;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";10;"KM# 60";955;"10 Pesos";"Standard circulation coin";"1962-1968";"Dodecagonal (12-sided)";"Nickel clad steel";4,9;23;1,8;"Coin alignment &uarr;&darr;";1962;1962;;;1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";10;"KM# 60";955;"10 Pesos";"Standard circulation coin";"1962-1968";"Dodecagonal (12-sided)";"Nickel clad steel";4,9;23;1,8;"Coin alignment &uarr;&darr;";1963;1963;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";10;"KM# 60";955;"10 Pesos";"Standard circulation coin";"1962-1968";"Dodecagonal (12-sided)";"Nickel clad steel";4,9;23;1,8;"Coin alignment &uarr;&darr;";1963;1963;;;3;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso moneda nacional (1881-1969)";25;"KM# 61";5190;"25 Pesos (First Issue of National Coinage in 1813)";"Circulating commemorative coin";"1964-1968";"Dodecagonal (12-sided)";"Nickel clad steel";6,5;25,5;2;"Medal alignment &uarr;&uarr;";1964;1964;;"CJ# 275";1;FALSO;;;;;
"Argentina";"Argentina";"Peso ley (1970-1983)";0,01;"KM# 64";3236;"1 Centavo";"Standard circulation coin";"1970-1975";"Round";"Aluminium-magnesium";0,62;15,74;1,5;"Coin alignment &uarr;&darr;";1974;1974;;"CJ#359";1;FALSO;;;;;
"Argentina";"Argentina";"Peso ley (1970-1983)";1;"KM# 69";5227;"1 Peso";"Standard circulation coin";"1974-1976";"Round";"Aluminium-bronze";5;22;2;"Coin alignment &uarr;&darr;";1975;1975;;"CJ# 327.3 - A2 R1 (Obverse with Large Sun and Fine Rim, Reverse with Thick Rim)";3;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso ley (1970-1983)";5;"KM# 71";5228;"5 Pesos";"Standard circulation coin";"1976-1977";"Round";"Aluminium-bronze";5,8;23,7;2;"Coin alignment &uarr;&darr;";1976;1976;"BAˢ";;1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso ley (1970-1983)";10;"KM# 72";5229;"10 Pesos";"Standard circulation coin";"1976-1978";"Round";"Aluminium-bronze";6,5;25,3;2;"Coin alignment &uarr;&darr;";1977;1977;"BAs";"CJ#320";3;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso ley (1970-1983)";10;"KM# 72";5229;"10 Pesos";"Standard circulation coin";"1976-1978";"Round";"Aluminium-bronze";6,5;25,3;2;"Coin alignment &uarr;&darr;";1978;1978;"BAs";"CJ#321";1;FALSO;;;;;
"Argentina";"Argentina";"Peso ley (1970-1983)";100;"KM# 85";5237;"100 Pesos (non-magnetic)";"Standard circulation coin";"1978-1980";"Round";"Aluminium-bronze";8,1;27,2;2;"Coin alignment &uarr;&darr;";1979;1979;"BAs";;1;FALSO;;;;;
"Argentina";"Argentina";"Peso ley (1970-1983)";100;"KM# 85a";8117;"100 Pesos (magnetic)";"Standard circulation coin";"1980-1981";"Round";"Brass clad steel";7,9;27,2;2,3;"Coin alignment &uarr;&darr;";1981;1981;"BAs";;1;FALSO;;;;;
"Argentina";"Argentina";"Austral (1985-1991)";0,01;"KM# 96";3522;"1 Centavo";"Standard circulation coin";"1985-1987";"Round";"Brass";4;20,64;1,4;"Coin alignment &uarr;&darr;";1986;1986;;"KM# 96.1 (thick, 4g, 1.8mm) - CJ#394.1";1;FALSO;;;;;
"Argentina";"Argentina";"Austral (1985-1991)";0,05;"KM# 97";3245;"5 Centavos";"Standard circulation coin";"1985-1988";"Round";"Brass";5;23,1;1,8;"Coin alignment &uarr;&darr;";1986;1986;;"KM# 97.1 5g";1;FALSO;;;;;
"Argentina";"Argentina";"Austral (1985-1991)";0,1;"KM# 98";2819;"10 Centavos";"Standard circulation coin";"1985-1988";"Dodecagonal";"Brass";4,45;21,5;1,7;"Coin alignment &uarr;&darr;";1986;1986;;;1;FALSO;;;;;
"Argentina";"Argentina";"Austral (1985-1991)";0,5;"KM# 99";3261;"50 Centavos";"Standard circulation coin";"1985-1988";"Dodecagonal (12-sided)";"Brass";5,4;24,6;1,9;"Coin alignment &uarr;&darr;";1987;1987;;;1;FALSO;;;;;
"Argentina";"Argentina";"Austral (1985-1991)";1;"KM# 100";3264;"1 Austral";"Standard circulation coin";1989;"Round";"Aluminium";1,55;20,2;2;"Coin alignment &uarr;&darr;";1989;1989;;;1;FALSO;;;;;
"Argentina";"Argentina";"Austral (1985-1991)";5;"KM# 101";5244;"5 Australes";"Standard circulation coin";1989;"Round";"Aluminium";1,8;21,6;2;"Coin alignment &uarr;&darr;";1989;1989;;"coin alignment - CJ#379.1";1;FALSO;;;;;
"Argentina";"Argentina";"Austral (1985-1991)";10;"KM# 102";5245;"10 Australes";"Standard circulation coin";1989;"Round";"Aluminium";2;23,2;2,02;"Coin alignment &uarr;&darr;";1989;1989;;"CJ#378.1";1;FALSO;;;;;
"Argentina";"Argentina";"Austral (1985-1991)";10;"KM# 102";5245;"10 Australes";"Standard circulation coin";1989;"Round";"Aluminium";2;23,2;2,02;"Coin alignment &uarr;&darr;";1989;1989;;"CJ#378.1";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Austral (1985-1991)";1000;"KM# 105";5248;"1000 Australes";"Standard circulation coin";"1990-1991";"Round";"Aluminium";2;24,1;1,9;"Coin alignment &uarr;&darr;";1990;1990;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,01;"KM# 108";3237;"1 Centavo (octagonal type)";"Standard circulation coin";1992;"Octagonal (8-sided)";"Aluminium-bronze";1,8;16,2;1,4;"Coin alignment &uarr;&darr;";1992;1992;;"CJ# 1.1.1";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,01;"KM# 113";3238;"1 Centavo";"Standard circulation coin";"1992-1993";"Octagonal";"Aluminium-bronze";1,77;16,2;1,5;"Coin alignment &uarr;&darr;";1993;1993;;"CJ# 1.2.1 (round top of ""9"") Mexico City Mint";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,01;"KM# 113";3238;"1 Centavo";"Standard circulation coin";"1992-1993";"Octagonal";"Aluminium-bronze";1,77;16,2;1,5;"Coin alignment &uarr;&darr;";1993;1993;;"CJ# 1.2.2 (oval top of ""9"") South Africa Mint";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,05;"KM# 109";3246;"5 Centavos (reeded edge)";"Standard circulation coin";"1992-2005";"Round";"Aluminium-bronze";2,02;17,2;1,4;"Coin alignment &uarr;&darr;";1992;1992;;"Narrow rim | lighter | Santiago de Chile Mint / Brasil";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,05;"KM# 109";3246;"5 Centavos (reeded edge)";"Standard circulation coin";"1992-2005";"Round";"Aluminium-bronze";2,02;17,2;1,4;"Coin alignment &uarr;&darr;";1992;1992;;"Wide rim | darker | Canada";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,05;"KM# 109";3246;"5 Centavos (reeded edge)";"Standard circulation coin";"1992-2005";"Round";"Aluminium-bronze";2,02;17,2;1,4;"Coin alignment &uarr;&darr;";2005;2005;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,05;"KM# 109a";6758;"5 Centavos";"Standard circulation coin";"1993-1995";"Round";"Copper-nickel";2,25;17,2;1,4;"Coin alignment &uarr;&darr;";1993;1993;;"KM# 109a.1 (bold lettering; oval top of ""9"")";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,05;"KM# 109a";6758;"5 Centavos";"Standard circulation coin";"1993-1995";"Round";"Copper-nickel";2,25;17,2;1,4;"Coin alignment &uarr;&darr;";1993;1993;;"KM# 109a.1 (fine lettering; round top of ""9"")";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,05;"KM# 109a";6758;"5 Centavos";"Standard circulation coin";"1993-1995";"Round";"Copper-nickel";2,25;17,2;1,4;"Coin alignment &uarr;&darr;";1994;1994;;"KM# 109a.2 (bold lettering)";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,05;"KM# 109a";6758;"5 Centavos";"Standard circulation coin";"1993-1995";"Round";"Copper-nickel";2,25;17,2;1,4;"Coin alignment &uarr;&darr;";1994;1994;;"KM# 109a.2 (bold lettering)";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,05;"KM# 109a";6758;"5 Centavos";"Standard circulation coin";"1993-1995";"Round";"Copper-nickel";2,25;17,2;1,4;"Coin alignment &uarr;&darr;";1994;1994;;"KM# 109a.2 (bold lettering) magnetic";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,05;"KM# 109b";21116;"5 Centavos (smooth edge)";"Standard circulation coin";"2006-2011";"Round";"Brass plated steel";2;17,2;1,4;"Coin alignment &uarr;&darr;";2009;2009;;;1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107";2214;"10 Centavos (reeded edge; non-magnetic)";"Standard circulation coin";"1992-2006";"Round";"Aluminium-bronze";2,25;18,2;1,4;"Coin alignment &uarr;&darr;";1992;1992;;"24 reeds; 19 sunrays (Santiago de Chile Mint)";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107";2214;"10 Centavos (reeded edge; non-magnetic)";"Standard circulation coin";"1992-2006";"Round";"Aluminium-bronze";2,25;18,2;1,4;"Coin alignment &uarr;&darr;";1992;1992;;"24 reeds; 19 sunrays (Santiago de Chile Mint)";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107";2214;"10 Centavos (reeded edge; non-magnetic)";"Standard circulation coin";"1992-2006";"Round";"Aluminium-bronze";2,25;18,2;1,4;"Coin alignment &uarr;&darr;";1992;1992;;"27 reeds; 21 sunrays";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107";2214;"10 Centavos (reeded edge; non-magnetic)";"Standard circulation coin";"1992-2006";"Round";"Aluminium-bronze";2,25;18,2;1,4;"Coin alignment &uarr;&darr;";1992;1992;;"27 reeds; 21 sunrays";5;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107";2214;"10 Centavos (reeded edge; non-magnetic)";"Standard circulation coin";"1992-2006";"Round";"Aluminium-bronze";2,25;18,2;1,4;"Coin alignment &uarr;&darr;";1993;1993;;"Closed ""3"", Mexico";2;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107";2214;"10 Centavos (reeded edge; non-magnetic)";"Standard circulation coin";"1992-2006";"Round";"Aluminium-bronze";2,25;18,2;1,4;"Coin alignment &uarr;&darr;";1994;1994;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107";2214;"10 Centavos (reeded edge; non-magnetic)";"Standard circulation coin";"1992-2006";"Round";"Aluminium-bronze";2,25;18,2;1,4;"Coin alignment &uarr;&darr;";2004;2004;;;1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107";2214;"10 Centavos (reeded edge; non-magnetic)";"Standard circulation coin";"1992-2006";"Round";"Aluminium-bronze";2,25;18,2;1,4;"Coin alignment &uarr;&darr;";2005;2005;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107";2214;"10 Centavos (reeded edge; non-magnetic)";"Standard circulation coin";"1992-2006";"Round";"Aluminium-bronze";2,25;18,2;1,4;"Coin alignment &uarr;&darr;";2005;2005;;;2;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107";2214;"10 Centavos (reeded edge; non-magnetic)";"Standard circulation coin";"1992-2006";"Round";"Aluminium-bronze";2,25;18,2;1,4;"Coin alignment &uarr;&darr;";2006;2006;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107a";21115;"10 Centavos (smooth edge; magnetic)";"Standard circulation coin";"2006-2011";"Round";"Brass plated steel";2,2;18,2;1,3;"Coin alignment &uarr;&darr;";2006;2006;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107a";21115;"10 Centavos (smooth edge; magnetic)";"Standard circulation coin";"2006-2011";"Round";"Brass plated steel";2,2;18,2;1,3;"Coin alignment &uarr;&darr;";2008;2008;;;7;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,1;"KM# 107a";21115;"10 Centavos (smooth edge; magnetic)";"Standard circulation coin";"2006-2011";"Round";"Brass plated steel";2,2;18,2;1,3;"Coin alignment &uarr;&darr;";2011;2011;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110";3256;"25 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,4;24,2;1,736;"Coin alignment &uarr;&darr;";1992;1992;;"KM#110.1 CJ# 4.1.1 (Year with thin numbers)";4;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110";3256;"25 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,4;24,2;1,736;"Coin alignment &uarr;&darr;";1993;1993;;"KM#110.2 CJ# 4.2.1 (Year with thick numbers)";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110";3256;"25 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,4;24,2;1,736;"Coin alignment &uarr;&darr;";2009;2009;;"KM#110.1 CJ# 4.5.1 (Nine straight)";4;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110";3256;"25 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,4;24,2;1,736;"Coin alignment &uarr;&darr;";2009;2009;;"KM#110.2 CJ# 4.5.2 (Nine rounded)";5;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110";3256;"25 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,4;24,2;1,736;"Coin alignment &uarr;&darr;";2010;2010;;"KM#110.1 CJ# 4.6.1 (Year with thin numbers)";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110";3256;"25 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,4;24,2;1,736;"Coin alignment &uarr;&darr;";2010;2010;;"KM#110.2 CJ# 4.6.2 (Year with bold numbers)";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1993;1993;;"CJ# 4.2.2";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1993;1993;;"CJ# 4.2.2";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1993;1993;;"CJ# 4.2.3";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1993;1993;;"CJ# 4.2.4";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1994;1994;;"CJ# 4.3.1";1;FALSO;"G";;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1994;1994;;"CJ# 4.3.1";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1994;1994;;"CJ# 4.3.2";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1994;1994;;"CJ# 4.3.3";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1994;1994;;"CJ# 4.3.4  magnetic";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1996;1996;;"CJ# 4.4.1";2;VERDADEIRO;"G";;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,25;"KM# 110a";2216;"25 Centavos";"Standard circulation coin";"1993-1996";"Round";"Copper-nickel";6,1;24,2;1,8;"Coin alignment &uarr;&darr;";1996;1996;;"CJ# 4.4.2 mirroring background";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";1992;1992;;"KM#111.1 (fine letters)";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";1992;1992;;"KM#111.1 (fine letters)";2;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";1993;1993;;"KM#111.1 (fine letters)";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";1993;1993;;"KM#111.1 (fine letters)";1;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";1993;1993;;"KM#111.2 (bold letters)";1;FALSO;"G";;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";1994;1994;;"KM#111.1 (fine letters; fine reeding, 72 beads)";1;FALSO;"G";;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";1994;1994;;"KM#111.1 (fine letters; fine reeding, 72 beads)";1;VERDADEIRO;"VF";;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";1994;1994;;"KM#111.2 (bold letters)";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";2009;2009;;"KM#111.1 (fine letters; coarse reeding, 96 beads)";1;FALSO;"G";;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";2009;2009;;"KM#111.2 (bold letters)";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";2010;2010;;"KM#111.1 (fine letters)";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 111";2297;"50 Centavos";"Standard circulation coin";"1992-2010";"Round";"Aluminium-bronze";5,8;25,2;1,8;"Coin alignment &uarr;&darr;";2010;2010;;"KM#111.2 (bold letters)";1;FALSO;"G";;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 119";11420;"50 Centavos (UNICEF)";"Circulating commemorative coin";1996;"Round";"Aluminium-bronze";5,8;25,2;1,74;"Medal alignment &uarr;&uarr;";1996;1996;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 121";8596;"50 Centavos (Women's Vote)";"Circulating commemorative coin";1997;"Round";"Aluminium-bronze";5,8;25,2;1,8;"Medal alignment &uarr;&uarr;";1997;1997;;;1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 124";8595;"50 Centavos (Mercosur)";"Circulating commemorative coin";1998;"Round";"Aluminium-bronze";5,8;25,2;;;1998;1998;;"CJ# 5.6.1 - Flat numbers";1;FALSO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 129";10146;"50 Centavos (General Güemes)";"Circulating commemorative coin";2000;"Round";"Aluminium-bronze";5,8;25,2;1,8;"Medal alignment &uarr;&uarr;";2000;2000;;"KM#129.1 (smooth edge)";1;FALSO;"VF";;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";0,5;"KM# 130";15957;"50 Centavos (150th anniversary of the death of General San Martin)";"Circulating commemorative coin";2000;"Round";"Aluminium-bronze";5,8;25,2;1,8;"Medal alignment &uarr;&uarr;";2000;2000;;"KM#130.1 (reeded edge)";1;FALSO;"VF";;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";1994;1994;"A";"KM#112.1; CJ#6.1";3;VERDADEIRO;;;;;
"Argentina";"Argentina";"Peso convertible (1992-date)";1;"KM# 112";2217;"1 Peso";"Standard circulation coin";"1994-2016";"Round";"Bimetallic: aluminium-bronze center in copper-nickel ring (Cu 92 Al 6 Ni 2 - Cu 75 Ni 25)";6,4;23;2,2;"Medal alignment &uarr;&uarr;";1995;1995;"A";"KM#112.1; CJ#6.2.1";4;VERDADEIRO;;;;;
